#1,1920,The Cabinet of Dr. Caligari,Robert Wiene,FALSE
#2,1922,Häxan,Benjamin Christensen,FALSE
#3,1922,Nosferatu,F.W. Murnau,FALSE
#4,1924,Sherlock Jr.,Buster Keaton,FALSE
#5,1925,The Gold Rush,Charles Chaplin,FALSE
#6,1925,Battleship Potemkin,Sergei Eisenstein,FALSE
#7,1927,Wings,"William A. Wellman, Harry d'Abbadie d'Arrast",FALSE
#8,1927,7th Heaven,Frank Borzage,FALSE
#9,1927,Sunrise,F.W. Murnau,FALSE
#10,1927,Chang: A Drama of the Wilderness,"Merian C. Cooper, Ernest B. Schoedsack",FALSE
#11,1927,The Way of All Flesh,Victor Fleming,FALSE
#12,1927,The Patent Leather Kid,Alfred Santell,FALSE
#13,1927,Two Arabian Knights,Lewis Milestone,FALSE
#14,1927,Sorrell and Son,Herbert Brenon,FALSE
#15,1927,Underworld,"Josef von Sternberg, Arthur Rosson",FALSE
#16,1927,The Jazz Singer,Alan Crosland,FALSE
#17,1927,The Private Life of Helen of Troy,Alexander Korda,FALSE
#18,1927,The Devil Dancer,Fred Niblo,FALSE
#19,1927,The Magic Flame,Henry King,FALSE
#20,1927,The Dove,Roland West,FALSE
#21,1927,Metropolis,Fritz Lang,FALSE
#22,1928,The Racket,Lewis Milestone,FALSE
#23,1928,The Crowd,King Vidor,FALSE
#24,1928,The Last Command,Josef von Sternberg,FALSE
#25,1928,The Noose,John Francis Dillon,FALSE
#26,1928,Street Angel,Frank Borzage,FALSE
#27,1928,A Ship Comes In,William K. Howard,FALSE
#28,1928,Sadie Thompson,Raoul Walsh,FALSE
#29,1928,Speedy,Ted Wilde,FALSE
#30,1928,Glorious Betsy,Alan Crosland,FALSE
#31,1928,Tempest,"Sam Taylor, Lewis Milestone, Viktor Tourjansky",FALSE
#32,1928,In Old Arizona,"Irving Cummings, Raoul Walsh",FALSE
#33,1928,The Patriot,Ernst Lubitsch,FALSE
#34,1928,The Barker,George Fitzmaurice,FALSE
#35,1928,The Divine Lady,Frank Lloyd,FALSE
#36,1928,The Cop,Donald Crisp,FALSE
#37,1928,Our Dancing Daughters,Harry Beaumont,FALSE
#38,1928,Sal of Singapore,Howard Higgin,FALSE
#39,1928,Skyscraper,Howard Higgin,FALSE
#40,1928,A Woman of Affairs,Clarence Brown,FALSE
#41,1928,White Shadows in the South Seas,"W.S. Van Dyke, Robert J. Flaherty",FALSE
#42,1928,4 Devils,F.W. Murnau,FALSE
#43,1928,The Awakening,Victor Fleming,FALSE
#44,1929,The Broadway Melody,Harry Beaumont,FALSE
#45,1929,Alibi,Roland West,FALSE
#46,1929,The Hollywood Revue of 1929,"Charles Reisner, Christy Cabanne, Norman Houston",FALSE
#47,1929,Thunderbolt,Josef von Sternberg,FALSE
#48,1929,The Valiant,William K. Howard,FALSE
#49,1929,Coquette,Sam Taylor,FALSE
#50,1929,Madame X,Lionel Barrymore,FALSE
#51,1929,The Letter,Jean de Limur,FALSE
#52,1929,Weary River,Frank Lloyd,FALSE
#53,1929,Drag,Frank Lloyd,FALSE
#54,1929,The Last of Mrs. Cheyney,Sidney Franklin,FALSE
#55,1929,The Leatherneck,Howard Higgin,FALSE
#56,1929,Wonder of Women,Clarence Brown,FALSE
#57,1929,The Bridge of San Luis Rey,Charles Brabin,FALSE
#58,1929,Dynamite,Cecil B. DeMille,FALSE
#59,1929,Disraeli,Alfred E. Green,FALSE
#60,1929,The Love Parade,Ernst Lubitsch,FALSE
#61,1929,Bulldog Drummond,F. Richard Jones,FALSE
#62,1929,Condemned!,Wesley Ruggles,FALSE
#63,1929,Their Own Desire,E. Mason Hopper,FALSE
#64,1929,The Trespasser,Edmund Goulding,FALSE
#65,1929,Hallelujah,King Vidor,FALSE
#66,1929,Sally,John Francis Dillon,FALSE
#67,1929,Pandora's Box,Georg Wilhelm Pabst,FALSE
#68,1929,Un chien andalou,Luis Buñuel,FALSE
#69,1930,All Quiet on the Western Front,Lewis Milestone,FALSE
#70,1930,The Big House,"George W. Hill, Ward Wing",FALSE
#71,1930,The Divorcee,Robert Z. Leonard,FALSE
#72,1930,The Green Goddess,Alfred E. Green,FALSE
#73,1930,The Big Pond,Hobart Henley,FALSE
#74,1930,The Rogue Song,"Lionel Barrymore, Hal Roach",FALSE
#75,1930,The Devil's Holiday,Edmund Goulding,FALSE
#76,1930,Sarah and Son,Dorothy Arzner,FALSE
#77,1930,Anna Christie,Clarence Brown,FALSE
#78,1930,Romance,Clarence Brown,FALSE
#79,1930,Street of Chance,John Cromwell,FALSE
#80,1930,With Byrd at the South Pole,,FALSE
#81,1930,Hell's Angels,"Howard Hughes, Edmund Goulding, James Whale",FALSE
#82,1930,King of Jazz,"John Murray Anderson, Walter Lantz",FALSE
#83,1930,The Vagabond King,"Ludwig Berger, Ernst Lubitsch",FALSE
#84,1930,The Case of Sergeant Grischa,Herbert Brenon,FALSE
#85,1930,Raffles,"George Fitzmaurice, Harry d'Abbadie d'Arrast",FALSE
#86,1930,The Song of the Flame,Alan Crosland,FALSE
